"from_name","to_name","level","from","to","title"
"X_water consumption","water_td_an_C","1",180,2,"supplemental info"
"X_water withdrawals","water_td_an_W","1",181,3,"supplemental info"
"desalination","water_td_an_W","1",182,3,"supplemental info"
"X_water consumption","water_td_dom_C","1",180,99,"supplemental info"
"X_water withdrawals","water_td_dom_W","1",181,100,"supplemental info"
"desalination","water_td_dom_W","1",182,100,"supplemental info"
"X_water consumption","water_td_elec_C","1",180,69,"supplemental info"
"X_water withdrawals","water_td_elec_W","1",181,70,"supplemental info"
"desalination","water_td_elec_W","1",182,70,"supplemental info"
"X_water consumption","water_td_ind_C","1",180,97,"supplemental info"
"X_water withdrawals","water_td_ind_W","1",181,98,"supplemental info"
"desalination","water_td_ind_W","1",182,98,"supplemental info"
"X_water consumption","water_td_irr_X_C","1",180,10,"supplemental info"
"X_water withdrawals","water_td_irr_X_W","1",181,11,"supplemental info"
"X_water consumption","water_td_pri_C","1",180,102,"supplemental info"
"X_water withdrawals","water_td_pri_W","1",181,103,"supplemental info"
"desalination","water_td_pri_W","1",182,103,"supplemental info"
"gas pipeline","wholesale gas","1",67,53,"supplemental info"
"N fertilizer","Exports_fertilizer","1",7,225,"supplemental info"
"FodderHerb","NonFoodDemand_Crops","1",27,209,"supplemental info"
"water_td_irr_X_C","Rapeseed","1",10,145,"supplemental info"
"water_td_irr_X_W","Rapeseed","1",11,145,"supplemental info"
"regional biomassOil oilcrop","oilcrop biodiesel","1",183,203,"supplemental info"
"wholesale gas","oilcrop biodiesel","1",53,203,"supplemental info"
"regional oilcrop oil","regional biomassOil oilcrop","1",30,183,"supplemental info"
"trn_freight","regional biomassOil oilcrop","1",13,183,"supplemental info"
"traded palmfruit","regional palmfruit","1",184,36,"supplemental info"
"trn_shipping_intl","regional palmfruit","1",116,36,"supplemental info"
"delivered gas","resid others","1",52,221,"supplemental info"
"delivered gas","trn_pass_road_LDV","1",52,177,"supplemental info"
"delivered gas","comm cooling","1",52,214,"supplemental info"
"delivered biomass","comm heating","1",65,215,"supplemental info"
"elect_td_bld","comm heating","1",62,215,"supplemental info"
"delivered gas","comm heating","1",52,215,"supplemental info"
"nuclearFuelGenII","elec_Gen_II_LWR","1",185,186,"supplemental info"
"water_td_elec_C","elec_Gen_II_LWR","1",69,186,"supplemental info"
"water_td_elec_W","elec_Gen_II_LWR","1",70,186,"supplemental info"
"seawater","elec_Gen_II_LWR","1",71,186,"supplemental info"
"elec_Gen_II_LWR","electricity","1",186,90,"supplemental info"
"seawater","nuclearFuelGenII","1",71,185,"supplemental info"
"uranium","nuclearFuelGenII","1",101,185,"supplemental info"
"water_td_pri_C","nuclearFuelGenII","1",102,185,"supplemental info"
"water_td_pri_W","nuclearFuelGenII","1",103,185,"supplemental info"
"regional palmfruit biodiesel","refined liquids enduse","1",187,64,"supplemental info"
"regional rapeseed biodiesel","refined liquids enduse","1",188,64,"supplemental info"
"regional soybean biodiesel","refined liquids enduse","1",189,64,"supplemental info"
"regional soybean oil","regional biomassOil soybean","1",33,194,"supplemental info"
"trn_freight","regional biomassOil soybean","1",13,194,"supplemental info"
"traded palmfruit biodiesel","regional palmfruit biodiesel","1",190,187,"supplemental info"
"traded rapeseed biodiesel","regional rapeseed biodiesel","1",191,188,"supplemental info"
"soybean biodiesel","regional soybean biodiesel","1",192,189,"supplemental info"
"traded soybean biodiesel","regional soybean biodiesel","1",193,189,"supplemental info"
"delivered biomass","resid heating","1",65,220,"supplemental info"
"elect_td_bld","resid heating","1",62,220,"supplemental info"
"delivered gas","resid heating","1",52,220,"supplemental info"
"refined liquids enduse","resid heating","1",64,220,"supplemental info"
"regional biomassOil soybean","soybean biodiesel","1",194,192,"supplemental info"
"wholesale gas","soybean biodiesel","1",53,192,"supplemental info"
"regional rapeseed","FeedCrops","1",39,1,"supplemental info"
"regional biomassOil rapeseed","rapeseed biodiesel","1",195,198,"supplemental info"
"wholesale gas","rapeseed biodiesel","1",53,198,"supplemental info"
"regional oilcrop biodiesel","refined liquids enduse","1",196,64,"supplemental info"
"regional rapeseed oil","regional biomassOil rapeseed","1",32,195,"supplemental info"
"trn_freight","regional biomassOil rapeseed","1",13,195,"supplemental info"
"traded oilcrop biodiesel","regional oilcrop biodiesel","1",197,196,"supplemental info"
"rapeseed biodiesel","regional rapeseed biodiesel","1",198,188,"supplemental info"
"delivered coal","industrial feedstocks","1",63,95,"supplemental info"
"sugar cane ethanol","regional sugar cane ethanol","1",199,106,"supplemental info"
"regional sugarcrop","regional sugar for ethanol","1",25,200,"supplemental info"
"trn_freight","regional sugar for ethanol","1",13,200,"supplemental info"
"regional sugar for ethanol","sugar cane ethanol","1",200,199,"supplemental info"
"regional biomassOil palmfruit","palmfruit biodiesel","1",201,202,"supplemental info"
"wholesale gas","palmfruit biodiesel","1",53,202,"supplemental info"
"regional palmfruit oil","regional biomassOil palmfruit","1",31,201,"supplemental info"
"trn_freight","regional biomassOil palmfruit","1",13,201,"supplemental info"
"palmfruit biodiesel","regional palmfruit biodiesel","1",202,187,"supplemental info"
"regional oilcrop oil","FeedCrops","1",30,1,"supplemental info"
"oilcrop biodiesel","regional oilcrop biodiesel","1",203,196,"supplemental info"
"delivered coal","resid heating","1",63,220,"supplemental info"
"regional palmfruit","FeedCrops","1",36,1,"supplemental info"
"regional palmfruit oil","FeedCrops","1",31,1,"supplemental info"
"regional soybean oil","FeedCrops","1",33,1,"supplemental info"
"delivered coal","N fertilizer","1",63,7,"supplemental info"
"district heat","comm heating","1",204,215,"supplemental info"
"district heat","comm others","1",204,216,"supplemental info"
"delivered biomass","district heat","1",65,204,"supplemental info"
"delivered coal","district heat","1",63,204,"supplemental info"
"wholesale gas","district heat","1",53,204,"supplemental info"
"refined liquids industrial","district heat","1",9,204,"supplemental info"
"district heat","industrial energy use","1",204,94,"supplemental info"
"district heat","resid heating","1",204,220,"supplemental info"
"district heat","resid others","1",204,221,"supplemental info"
"regional rapeseed oil","FeedCrops","1",32,1,"supplemental info"
"biophysical water consumption","FodderGrass","1",8,56,"supplemental info"
"water_td_irr_X_C","FodderGrass","1",10,56,"supplemental info"
"water_td_irr_X_W","FodderGrass","1",11,56,"supplemental info"
"FodderGrass","NonFoodDemand_Crops","1",56,209,"supplemental info"
"delivered gas","resid cooling","1",52,219,"supplemental info"
"Blend Wall Credit","corn ethanol","1",205,117,"supplemental info"
"elect_td_ind","regional biomassOil soybean","1",43,194,"supplemental info"
"wholesale gas","regional biomassOil soybean","1",53,194,"supplemental info"
"trn_freight","regional corn for ethanol","1",13,66,"supplemental info"
"elect_td_ind","soybean biodiesel","1",43,192,"supplemental info"
"DDGS","traded DDGS","1",108,109,"supplemental info"
"Beef","traded beef","1",110,111,"supplemental info"
"biomass","traded biomass","1",171,172,"supplemental info"
"Corn","traded corn","1",114,115,"supplemental info"
"trn_freight","traded corn","1",13,115,"supplemental info"
"trn_shipping_intl","traded corn","1",116,115,"supplemental info"
"corn ethanol","traded corn ethanol","1",117,118,"supplemental info"
"Dairy","traded dairy","1",119,120,"supplemental info"
"FiberCrop","traded fibercrop","1",121,122,"supplemental info"
"trn_freight","traded fibercrop","1",13,122,"supplemental info"
"trn_shipping_intl","traded fibercrop","1",116,122,"supplemental info"
"MiscCrop","traded misccrop","1",123,124,"supplemental info"
"trn_freight","traded misccrop","1",13,124,"supplemental info"
"trn_shipping_intl","traded misccrop","1",116,124,"supplemental info"
"OilCrop","traded oilcrop","1",128,129,"supplemental info"
"trn_freight","traded oilcrop","1",13,129,"supplemental info"
"trn_shipping_intl","traded oilcrop","1",116,129,"supplemental info"
"oilcrop biodiesel","traded oilcrop biodiesel","1",203,197,"supplemental info"
"OilCrop feedcake","traded oilcrop feedcake","1",130,131,"supplemental info"
"OilCrop oil","traded oilcrop oil","1",132,133,"supplemental info"
"OtherGrain","traded othergrain","1",134,135,"supplemental info"
"trn_freight","traded othergrain","1",13,135,"supplemental info"
"trn_shipping_intl","traded othergrain","1",116,135,"supplemental info"
"PalmFruit","traded palmfruit","1",136,184,"supplemental info"
"palmfruit biodiesel","traded palmfruit biodiesel","1",202,190,"supplemental info"
"PalmFruit feedcake","traded palmfruit feedcake","1",137,138,"supplemental info"
"PalmFruit oil","traded palmfruit oil","1",139,140,"supplemental info"
"pork","traded pork","1",141,142,"supplemental info"
"poultry","traded poultry","1",143,144,"supplemental info"
"Rapeseed","traded rapeseed","1",145,146,"supplemental info"
"trn_freight","traded rapeseed","1",13,146,"supplemental info"
"trn_shipping_intl","traded rapeseed","1",116,146,"supplemental info"
"rapeseed biodiesel","traded rapeseed biodiesel","1",198,191,"supplemental info"
"Rapeseed feedcake","traded rapeseed feedcake","1",147,148,"supplemental info"
"Rapeseed oil","traded rapeseed oil","1",149,150,"supplemental info"
"refining","traded refined oil","1",151,152,"supplemental info"
"Rice","traded rice","1",153,154,"supplemental info"
"trn_freight","traded rice","1",13,154,"supplemental info"
"trn_shipping_intl","traded rice","1",116,154,"supplemental info"
"RootTuber","traded root_tuber","1",155,156,"supplemental info"
"trn_freight","traded root_tuber","1",13,156,"supplemental info"
"trn_shipping_intl","traded root_tuber","1",116,156,"supplemental info"
"SheepGoat","traded sheepgoat","1",157,158,"supplemental info"
"Soybean","traded soybean","1",159,160,"supplemental info"
"trn_freight","traded soybean","1",13,160,"supplemental info"
"trn_shipping_intl","traded soybean","1",116,160,"supplemental info"
"soybean biodiesel","traded soybean biodiesel","1",192,193,"supplemental info"
"Soybean feedcake","traded soybean feedcake","1",161,162,"supplemental info"
"Soybean oil","traded soybean oil","1",163,164,"supplemental info"
"sugar cane ethanol","traded sugar cane ethanol","1",199,165,"supplemental info"
"SugarCrop","traded sugarcrop","1",166,167,"supplemental info"
"trn_freight","traded sugarcrop","1",13,167,"supplemental info"
"trn_shipping_intl","traded sugarcrop","1",116,167,"supplemental info"
"unconventional oil production","traded unconventional oil","1",206,127,"supplemental info"
"Wheat","traded wheat","1",168,169,"supplemental info"
"trn_freight","traded wheat","1",13,169,"supplemental info"
"trn_shipping_intl","traded wheat","1",116,169,"supplemental info"
"FeedCrops","Beef>>Mixed","2",1,226,"supplemental info"
"water_td_an_C","Beef>>Mixed","2",2,226,"supplemental info"
"water_td_an_W","Beef>>Mixed","2",3,226,"supplemental info"
"FodderHerb_Residue","Beef>>Mixed","2",4,226,"supplemental info"
"Pasture_FodderGrass","Beef>>Mixed","2",5,226,"supplemental info"
"Scavenging_Other","Beef>>Mixed","2",6,226,"supplemental info"
"Pasture_FodderGrass","Beef>>Pastoral","2",5,227,"supplemental info"
"water_td_an_C","Beef>>Pastoral","2",2,227,"supplemental info"
"water_td_an_W","Beef>>Pastoral","2",3,227,"supplemental info"
"Scavenging_Other","Beef>>Pastoral","2",6,227,"supplemental info"
"N fertilizer","Corn>>Corn_X","2",7,228,"supplemental info"
"biophysical water consumption","Corn>>Corn_X","2",8,228,"supplemental info"
"refined liquids industrial","Corn>>Corn_X","2",9,228,"supplemental info"
"water_td_irr_X_C","Corn>>Corn_X","2",10,228,"supplemental info"
"water_td_irr_X_W","Corn>>Corn_X","2",11,228,"supplemental info"
"FeedCrops","Dairy>>Mixed","2",1,229,"supplemental info"
"water_td_an_C","Dairy>>Mixed","2",2,229,"supplemental info"
"water_td_an_W","Dairy>>Mixed","2",3,229,"supplemental info"
"FodderHerb_Residue","Dairy>>Mixed","2",4,229,"supplemental info"
"Pasture_FodderGrass","Dairy>>Mixed","2",5,229,"supplemental info"
"Scavenging_Other","Dairy>>Mixed","2",6,229,"supplemental info"
"Pasture_FodderGrass","Dairy>>Pastoral","2",5,230,"supplemental info"
"water_td_an_C","Dairy>>Pastoral","2",2,230,"supplemental info"
"water_td_an_W","Dairy>>Pastoral","2",3,230,"supplemental info"
"Scavenging_Other","Dairy>>Pastoral","2",6,230,"supplemental info"
"regional corn","FeedCrops>>Corn","2",12,231,"supplemental info"
"trn_freight","FeedCrops>>Corn","2",13,231,"supplemental info"
"regional DDGS","FeedCrops>>DDGS","2",14,232,"supplemental info"
"regional fibercrop","FeedCrops>>FiberCrop","2",15,233,"supplemental info"
"trn_freight","FeedCrops>>FiberCrop","2",13,233,"supplemental info"
"regional misccrop","FeedCrops>>MiscCrop","2",16,234,"supplemental info"
"trn_freight","FeedCrops>>MiscCrop","2",13,234,"supplemental info"
"regional oilcrop","FeedCrops>>OilCrop","2",17,235,"supplemental info"
"trn_freight","FeedCrops>>OilCrop","2",13,235,"supplemental info"
"regional oilcrop feedcake","FeedCrops>>OilCrop feedcake","2",18,236,"supplemental info"
"regional othergrain","FeedCrops>>OtherGrain","2",19,237,"supplemental info"
"trn_freight","FeedCrops>>OtherGrain","2",13,237,"supplemental info"
"regional rapeseed feedcake","FeedCrops>>Rapeseed feedcake","2",20,238,"supplemental info"
"regional rice","FeedCrops>>Rice","2",21,239,"supplemental info"
"trn_freight","FeedCrops>>Rice","2",13,239,"supplemental info"
"regional root_tuber","FeedCrops>>RootTuber","2",22,240,"supplemental info"
"trn_freight","FeedCrops>>RootTuber","2",13,240,"supplemental info"
"regional soybean","FeedCrops>>Soybean","2",23,241,"supplemental info"
"trn_freight","FeedCrops>>Soybean","2",13,241,"supplemental info"
"regional soybean feedcake","FeedCrops>>Soybean feedcake","2",24,242,"supplemental info"
"regional sugarcrop","FeedCrops>>SugarCrop","2",25,243,"supplemental info"
"trn_freight","FeedCrops>>SugarCrop","2",13,243,"supplemental info"
"regional wheat","FeedCrops>>Wheat","2",26,244,"supplemental info"
"trn_freight","FeedCrops>>Wheat","2",13,244,"supplemental info"
"N fertilizer","FiberCrop>>FiberCrop_X","2",7,245,"supplemental info"
"biophysical water consumption","FiberCrop>>FiberCrop_X","2",8,245,"supplemental info"
"refined liquids industrial","FiberCrop>>FiberCrop_X","2",9,245,"supplemental info"
"water_td_irr_X_C","FiberCrop>>FiberCrop_X","2",10,245,"supplemental info"
