"from_name","to_name","level","from","to","title"
"h2 central production>>wind>>electrolysis","h2 central production>>wind","3",608,228,"supplemental info"
"h2 industrial>>h2 delivery>>h2 delivery","h2 industrial>>h2 delivery","3",609,229,"supplemental info"
"h2 industrial>>forecourt production>>electrolysis","h2 industrial>>forecourt production","3",610,230,"supplemental info"
"h2 liquid truck>>h2 liquid truck>>h2 liquid truck","h2 liquid truck>>h2 liquid truck","3",611,231,"supplemental info"
"h2 pipeline>>h2 pipeline>>h2 pipeline","h2 pipeline>>h2 pipeline","3",612,232,"supplemental info"
"h2 retail delivery>>h2 retail delivery>>h2 retail delivery","h2 retail delivery>>h2 retail delivery","3",613,233,"supplemental info"
"h2 retail dispensing>>h2 retail dispensing>>h2 retail dispensing","h2 retail dispensing>>h2 retail dispensing","3",614,234,"supplemental info"
"h2 wholesale delivery>>h2 liquid truck>>h2 liquid truck","h2 wholesale delivery>>h2 liquid truck","3",615,235,"supplemental info"
"h2 wholesale delivery>>h2 pipeline>>h2 pipeline","h2 wholesale delivery>>h2 pipeline","3",616,236,"supplemental info"
"h2 wholesale dispensing>>h2 delivery>>h2 liquid truck","h2 wholesale dispensing>>h2 delivery","3",617,237,"supplemental info"
"h2 wholesale dispensing>>h2 delivery>>h2 pipeline","h2 wholesale dispensing>>h2 delivery","3",618,237,"supplemental info"
"h2 wholesale dispensing>>forecourt production>>electrolysis","h2 wholesale dispensing>>forecourt production","3",619,238,"supplemental info"
"h2 wholesale dispensing>>forecourt production>>natural gas steam reforming","h2 wholesale dispensing>>forecourt production","3",620,238,"supplemental info"
"n fertilizer>>gas>>gas","n fertilizer>>gas","3",621,239,"supplemental info"
"n fertilizer>>hydrogen>>hydrogen","n fertilizer>>hydrogen","3",622,240,"supplemental info"
"n fertilizer>>refined liquids>>refined liquids","n fertilizer>>refined liquids","3",623,241,"supplemental info"
"agricultural energy use>>mobile>>electricity","agricultural energy use>>mobile","3",624,242,"supplemental info"
"agricultural energy use>>mobile>>hydrogen","agricultural energy use>>mobile","3",625,242,"supplemental info"
"agricultural energy use>>mobile>>refined liquids","agricultural energy use>>mobile","3",626,242,"supplemental info"
"agricultural energy use>>stationary>>biomass","agricultural energy use>>stationary","3",627,243,"supplemental info"
"agricultural energy use>>stationary>>refined liquids","agricultural energy use>>stationary","3",628,243,"supplemental info"
"backup_electricity>>gas>>gas (steam/ct)","backup_electricity>>gas","3",629,244,"supplemental info"
"biomass>>biomassgrass_x>>biomassgrass_x_irr_hi","biomass>>biomassgrass_x","3",630,245,"supplemental info"
"biomass>>biomassgrass_x>>biomassgrass_x_irr_lo","biomass>>biomassgrass_x","3",631,245,"supplemental info"
"biomass>>biomassgrass_x>>biomassgrass_x_rfd_hi","biomass>>biomassgrass_x","3",632,245,"supplemental info"
"biomass>>biomassgrass_x>>biomassgrass_x_rfd_lo","biomass>>biomassgrass_x","3",633,245,"supplemental info"
"biomass>>biomasstree_x>>biomasstree_x_irr_hi","biomass>>biomasstree_x","3",634,246,"supplemental info"
"biomass>>biomasstree_x>>biomasstree_x_irr_lo","biomass>>biomasstree_x","3",635,246,"supplemental info"
"biomass>>biomasstree_x>>biomasstree_x_rfd_hi","biomass>>biomasstree_x","3",636,246,"supplemental info"
"biomass>>biomasstree_x>>biomasstree_x_rfd_lo","biomass>>biomasstree_x","3",637,246,"supplemental info"
"cement>>cement>>cement","cement>>cement","3",638,247,"supplemental info"
"comm cooling>>electricity>>electricity","comm cooling>>electricity","3",639,248,"supplemental info"
"comm heating>>coal>>coal","comm heating>>coal","3",640,249,"supplemental info"
"comm heating>>refined liquids>>refined liquids","comm heating>>refined liquids","3",641,250,"supplemental info"
"comm others>>biomass>>biomass","comm others>>biomass","3",642,251,"supplemental info"
"comm others>>coal>>coal","comm others>>coal","3",643,252,"supplemental info"
"comm others>>electricity>>electricity","comm others>>electricity","3",644,253,"supplemental info"
"comm others>>gas>>gas","comm others>>gas","3",645,254,"supplemental info"
"comm others>>gas>>hydrogen","comm others>>gas","3",646,254,"supplemental info"
"comm others>>refined liquids>>refined liquids","comm others>>refined liquids","3",647,255,"supplemental info"
"construction>>construction>>construction","construction>>construction","3",648,256,"supplemental info"
"construction energy use>>mobile>>electricity","construction energy use>>mobile","3",649,257,"supplemental info"
"construction energy use>>mobile>>hydrogen","construction energy use>>mobile","3",650,257,"supplemental info"
"construction energy use>>mobile>>refined liquids","construction energy use>>mobile","3",651,257,"supplemental info"
"construction energy use>>stationary>>refined liquids","construction energy use>>stationary","3",652,258,"supplemental info"
"construction feedstocks>>refined liquids>>refined liquids","construction feedstocks>>refined liquids","3",653,259,"supplemental info"
"delivered biomass>>delivered biomass>>delivered biomass","delivered biomass>>delivered biomass","3",654,260,"supplemental info"
"delivered coal>>delivered coal>>delivered coal","delivered coal>>delivered coal","3",655,261,"supplemental info"
"delivered gas>>delivered gas>>delivered gas","delivered gas>>delivered gas","3",656,262,"supplemental info"
"desalinated water>>electricity>>reverse osmosis","desalinated water>>electricity","3",657,263,"supplemental info"
"desalinated water>>gas>>distillation","desalinated water>>gas","3",658,264,"supplemental info"
"desalinated water>>refined liquids>>distillation","desalinated water>>refined liquids","3",659,265,"supplemental info"
"elec_csp_storage>>csp_storage>>csp_storage (dry_hybrid)","elec_csp_storage>>csp_storage","3",660,266,"supplemental info"
"elec_csp_storage>>csp_storage>>csp_storage (recirculating)","elec_csp_storage>>csp_storage","3",661,266,"supplemental info"
"elec_gen_iii>>gen_iii>>gen_iii (once through)","elec_gen_iii>>gen_iii","3",662,267,"supplemental info"
"elec_gen_iii>>gen_iii>>gen_iii (recirculating)","elec_gen_iii>>gen_iii","3",663,267,"supplemental info"
"elec_gen_iii>>gen_iii>>gen_iii (seawater)","elec_gen_iii>>gen_iii","3",664,267,"supplemental info"
"elec_biomass (igcc)>>biomass (igcc)>>biomass (igcc) (dry cooling)","elec_biomass (igcc)>>biomass (igcc)","3",665,268,"supplemental info"
"elec_biomass (igcc)>>biomass (igcc)>>biomass (igcc) (once through)","elec_biomass (igcc)>>biomass (igcc)","3",666,268,"supplemental info"
"elec_biomass (igcc)>>biomass (igcc)>>biomass (igcc) (recirculating)","elec_biomass (igcc)>>biomass (igcc)","3",667,268,"supplemental info"
"elec_biomass (igcc)>>biomass (igcc)>>biomass (igcc) (seawater)","elec_biomass (igcc)>>biomass (igcc)","3",668,268,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (dry cooling)","elec_biomass (conv)>>biomass (conv)","3",669,269,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (once through)","elec_biomass (conv)>>biomass (conv)","3",670,269,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (recirculating)","elec_biomass (conv)>>biomass (conv)","3",671,269,"supplemental info"
"elec_biomass (conv)>>biomass (conv)>>biomass (conv) (seawater)","elec_biomass (conv)>>biomass (conv)","3",672,269,"supplemental info"
"elec_coal (igcc)>>coal (igcc)>>coal (igcc) (dry cooling)","elec_coal (igcc)>>coal (igcc)","3",673,270,"supplemental info"
"elec_coal (igcc)>>coal (igcc)>>coal (igcc) (once through)","elec_coal (igcc)>>coal (igcc)","3",674,270,"supplemental info"
"elec_coal (igcc)>>coal (igcc)>>coal (igcc) (recirculating)","elec_coal (igcc)>>coal (igcc)","3",675,270,"supplemental info"
"elec_coal (igcc)>>coal (igcc)>>coal (igcc) (seawater)","elec_coal (igcc)>>coal (igcc)","3",676,270,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (dry cooling)","elec_coal (conv pul)>>coal (conv pul)","3",677,271,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (once through)","elec_coal (conv pul)>>coal (conv pul)","3",678,271,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (recirculating)","elec_coal (conv pul)>>coal (conv pul)","3",679,271,"supplemental info"
"elec_coal (conv pul)>>coal (conv pul)>>coal (conv pul) (seawater)","elec_coal (conv pul)>>coal (conv pul)","3",680,271,"supplemental info"
"elec_gas (cc)>>gas (cc)>>gas (cc) (dry cooling)","elec_gas (cc)>>gas (cc)","3",681,272,"supplemental info"
"elec_gas (cc)>>gas (cc)>>gas (cc) (once through)","elec_gas (cc)>>gas (cc)","3",682,272,"supplemental info"
"elec_gas (cc)>>gas (cc)>>gas (cc) (recirculating)","elec_gas (cc)>>gas (cc)","3",683,272,"supplemental info"
"elec_gas (cc)>>gas (cc)>>gas (cc) (seawater)","elec_gas (cc)>>gas (cc)","3",684,272,"supplemental info"
"elec_gas (steam/ct)>>gas (steam/ct)>>gas (steam/ct) (dry cooling)","elec_gas (steam/ct)>>gas (steam/ct)","3",685,273,"supplemental info"
"elec_gas (steam/ct)>>gas (steam/ct)>>gas (steam/ct) (once through)","elec_gas (steam/ct)>>gas (steam/ct)","3",686,273,"supplemental info"
"elec_gas (steam/ct)>>gas (steam/ct)>>gas (steam/ct) (recirculating)","elec_gas (steam/ct)>>gas (steam/ct)","3",687,273,"supplemental info"
"elec_gas (steam/ct)>>gas (steam/ct)>>gas (steam/ct) (seawater)","elec_gas (steam/ct)>>gas (steam/ct)","3",688,273,"supplemental info"
"elec_geothermal>>geothermal>>geothermal (dry_hybrid)","elec_geothermal>>geothermal","3",689,274,"supplemental info"
"elec_geothermal>>geothermal>>geothermal (recirculating)","elec_geothermal>>geothermal","3",690,274,"supplemental info"
"elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (dry cooling)","elec_refined liquids (cc)>>refined liquids (cc)","3",691,275,"supplemental info"
"elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (once through)","elec_refined liquids (cc)>>refined liquids (cc)","3",692,275,"supplemental info"
"elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (recirculating)","elec_refined liquids (cc)>>refined liquids (cc)","3",693,275,"supplemental info"
"elec_refined liquids (cc)>>refined liquids (cc)>>refined liquids (cc) (seawater)","elec_refined liquids (cc)>>refined liquids (cc)","3",694,275,"supplemental info"
"elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (dry cooling)","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","3",695,276,"supplemental info"
"elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (once through)","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","3",696,276,"supplemental info"
"elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (recirculating)","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","3",697,276,"supplemental info"
"elec_refined liquids (steam/ct)>>refined liquids (steam/ct)>>refined liquids (steam/ct) (seawater)","elec_refined liquids (steam/ct)>>refined liquids (steam/ct)","3",698,276,"supplemental info"
"elect_td_bld>>elect_td_bld>>elect_td_bld","elect_td_bld>>elect_td_bld","3",699,277,"supplemental info"
"elect_td_bld>>rooftop_pv>>rooftop_pv","elect_td_bld>>rooftop_pv","3",700,278,"supplemental info"
"elect_td_ind>>elect_td_ind>>elect_td_ind","elect_td_ind>>elect_td_ind","3",701,279,"supplemental info"
"elect_td_trn>>elect_td_trn>>elect_td_trn","elect_td_trn>>elect_td_trn","3",702,280,"supplemental info"
"electricity>>biomass>>biomass (igcc)","electricity>>biomass","3",703,281,"supplemental info"
"electricity>>biomass>>biomass (conv)","electricity>>biomass","3",704,281,"supplemental info"
"electricity>>coal>>coal (igcc)","electricity>>coal","3",705,282,"supplemental info"
"electricity>>coal>>coal (conv pul)","electricity>>coal","3",706,282,"supplemental info"
"electricity>>gas>>gas (cc)","electricity>>gas","3",707,283,"supplemental info"
"electricity>>gas>>gas (steam/ct)","electricity>>gas","3",708,283,"supplemental info"
"electricity>>geothermal>>geothermal","electricity>>geothermal","3",709,284,"supplemental info"
"electricity>>nuclear>>gen_iii","electricity>>nuclear","3",710,285,"supplemental info"
"electricity>>refined liquids>>refined liquids (cc)","electricity>>refined liquids","3",711,286,"supplemental info"
"electricity>>refined liquids>>refined liquids (steam/ct)","electricity>>refined liquids","3",712,286,"supplemental info"
"electricity>>solar>>csp_storage","electricity>>solar","3",713,287,"supplemental info"
"electricity>>solar>>pv","electricity>>solar","3",714,287,"supplemental info"
"electricity>>solar>>pv_storage","electricity>>solar","3",715,287,"supplemental info"
"electricity>>wind>>wind","electricity>>wind","3",716,288,"supplemental info"
"electricity>>wind>>wind_offshore","electricity>>wind","3",717,288,"supplemental info"
"electricity>>wind>>wind_storage","electricity>>wind","3",718,288,"supplemental info"
"electricity_net_ownuse>>electricity_net_ownuse>>electricity_net_ownuse","electricity_net_ownuse>>electricity_net_ownuse","3",719,289,"supplemental info"
"gas pipeline>>gas pipeline>>gas pipeline","gas pipeline>>gas pipeline","3",720,290,"supplemental info"
"gas processing>>biomass gasification>>biomass gasification","gas processing>>biomass gasification","3",721,291,"supplemental info"
"gas processing>>coal gasification>>coal gasification","gas processing>>coal gasification","3",722,292,"supplemental info"
"gas processing>>natural gas>>natural gas","gas processing>>natural gas","3",723,293,"supplemental info"
"industrial wastewater treatment>>electricity>>electricity","industrial wastewater treatment>>electricity","3",724,294,"supplemental info"
"industrial water abstraction>>electricity>>electricity","industrial water abstraction>>electricity","3",725,295,"supplemental info"
"industrial water treatment>>electricity>>electricity","industrial water treatment>>electricity","3",726,296,"supplemental info"
"iron and steel>>blastfur>>blastfur","iron and steel>>blastfur","3",727,297,"supplemental info"
"iron and steel>>blastfur>>blastfur with hydrogen","iron and steel>>blastfur","3",728,297,"supplemental info"
"iron and steel>>blastfur>>biomass-based","iron and steel>>blastfur","3",729,297,"supplemental info"
"iron and steel>>eaf with dri>>eaf with dri","iron and steel>>eaf with dri","3",730,298,"supplemental info"
"iron and steel>>eaf with dri>>hydrogen-based dri","iron and steel>>eaf with dri","3",731,298,"supplemental info"
"iron and steel>>eaf with scrap>>eaf with scrap","iron and steel>>eaf with scrap","3",732,299,"supplemental info"
"irrigation water abstraction>>electricity>>electricity","irrigation water abstraction>>electricity","3",733,300,"supplemental info"
"mining energy use>>mobile>>electricity","mining energy use>>mobile","3",734,301,"supplemental info"
"mining energy use>>mobile>>hydrogen","mining energy use>>mobile","3",735,301,"supplemental info"
"mining energy use>>mobile>>refined liquids","mining energy use>>mobile","3",736,301,"supplemental info"
"mining energy use>>stationary>>electricity","mining energy use>>stationary","3",737,302,"supplemental info"
"mining energy use>>stationary>>refined liquids","mining energy use>>stationary","3",738,302,"supplemental info"
"municipal wastewater treatment>>electricity>>electricity","municipal wastewater treatment>>electricity","3",739,303,"supplemental info"
"municipal water abstraction>>electricity>>electricity","municipal water abstraction>>electricity","3",740,304,"supplemental info"
"municipal water distribution>>electricity>>electricity","municipal water distribution>>electricity","3",741,305,"supplemental info"
"municipal water treatment>>electricity>>electricity","municipal water treatment>>electricity","3",742,306,"supplemental info"
"other industrial energy use>>biomass>>biomass","other industrial energy use>>biomass","3",743,307,"supplemental info"
"other industrial energy use>>biomass>>biomass cogen","other industrial energy use>>biomass","3",744,307,"supplemental info"
"other industrial energy use>>coal>>coal","other industrial energy use>>coal","3",745,308,"supplemental info"
"other industrial energy use>>electricity>>electricity","other industrial energy use>>electricity","3",746,309,"supplemental info"
"other industrial energy use>>gas>>gas","other industrial energy use>>gas","3",747,310,"supplemental info"
"other industrial energy use>>hydrogen>>hydrogen","other industrial energy use>>hydrogen","3",748,311,"supplemental info"
"other industrial energy use>>hydrogen>>hydrogen cogen","other industrial energy use>>hydrogen","3",749,311,"supplemental info"
"other industrial energy use>>refined liquids>>refined liquids","other industrial energy use>>refined liquids","3",750,312,"supplemental info"
"other industrial feedstocks>>gas>>gas","other industrial feedstocks>>gas","3",751,313,"supplemental info"
"other industrial feedstocks>>refined liquids>>refined liquids","other industrial feedstocks>>refined liquids","3",752,314,"supplemental info"
"other industry>>other industry>>other industry","other industry>>other industry","3",753,315,"supplemental info"
"process heat cement>>biomass>>biomass","process heat cement>>biomass","3",754,316,"supplemental info"
"process heat cement>>coal>>coal","process heat cement>>coal","3",755,317,"supplemental info"
"process heat cement>>gas>>gas","process heat cement>>gas","3",756,318,"supplemental info"
"process heat cement>>hydrogen>>hydrogen","process heat cement>>hydrogen","3",757,319,"supplemental info"
"process heat cement>>refined liquids>>refined liquids","process heat cement>>refined liquids","3",758,320,"supplemental info"
"refined liquids enduse>>refined liquids enduse>>refined liquids enduse","refined liquids enduse>>refined liquids enduse","3",759,321,"supplemental info"
"refined liquids industrial>>refined liquids industrial>>refined liquids industrial","refined liquids industrial>>refined liquids industrial","3",760,322,"supplemental info"
"refining>>biomass liquids>>btl with hydrogen","refining>>biomass liquids","3",761,323,"supplemental info"
"refining>>biomass liquids>>ft biofuels","refining>>biomass liquids","3",762,323,"supplemental info"
"refining>>biomass liquids>>biodiesel","refining>>biomass liquids","3",763,323,"supplemental info"
"refining>>biomass liquids>>cellulosic ethanol","refining>>biomass liquids","3",764,323,"supplemental info"
"refining>>biomass liquids>>corn ethanol","refining>>biomass liquids","3",765,323,"supplemental info"
"refining>>coal to liquids>>coal to liquids","refining>>coal to liquids","3",766,324,"supplemental info"
"refining>>gas to liquids>>gas to liquids","refining>>gas to liquids","3",767,325,"supplemental info"
"refining>>oil refining>>oil refining","refining>>oil refining","3",768,326,"supplemental info"
"regional biomass>>regional biomass>>regional biomass","regional biomass>>regional biomass","3",769,327,"supplemental info"
"regional coal>>domestic coal>>domestic coal","regional coal>>domestic coal","3",770,328,"supplemental info"
"regional coal>>imported coal>>imported coal","regional coal>>imported coal","3",771,329,"supplemental info"
"regional oil>>domestic crude oil>>domestic crude oil","regional oil>>domestic crude oil","3",772,330,"supplemental info"
"regional oil>>imported crude oil>>imported crude oil","regional oil>>imported crude oil","3",773,331,"supplemental info"
"resid cooling>>electricity>>electricity","resid cooling>>electricity","3",774,332,"supplemental info"
"resid heating>>traditional biomass>>traditional biomass","resid heating>>traditional biomass","3",775,333,"supplemental info"
"resid others>>biomass>>biomass","resid others>>biomass","3",776,334,"supplemental info"
"resid others>>coal>>coal","resid others>>coal","3",777,335,"supplemental info"
"resid others>>electricity>>electricity","resid others>>electricity","3",778,336,"supplemental info"
"resid others>>refined liquids>>refined liquids","resid others>>refined liquids","3",779,337,"supplemental info"
"resid others>>traditional biomass>>traditional biomass","resid others>>traditional biomass","3",780,338,"supplemental info"
"total biomass>>domestic biomass>>domestic biomass","total biomass>>domestic biomass","3",781,339,"supplemental info"
"total biomass>>imported biomass>>imported biomass","total biomass>>imported biomass","3",782,340,"supplemental info"
"trn_aviation_intl>>international aviation>>bev","trn_aviation_intl>>international aviation","3",783,341,"supplemental info"
"trn_aviation_intl>>international aviation>>hydrogen","trn_aviation_intl>>international aviation","3",784,341,"supplemental info"
"trn_aviation_intl>>international aviation>>liquids","trn_aviation_intl>>international aviation","3",785,341,"supplemental info"
"trn_freight>>domestic ship>>bev","trn_freight>>domestic ship","3",786,342,"supplemental info"
"trn_freight>>domestic ship>>fcev","trn_freight>>domestic ship","3",787,342,"supplemental info"
"trn_freight>>domestic ship>>hybrid liquids","trn_freight>>domestic ship","3",788,342,"supplemental info"
"trn_freight>>domestic ship>>liquids","trn_freight>>domestic ship","3",789,342,"supplemental info"
"trn_freight>>freight rail>>bev","trn_freight>>freight rail","3",790,343,"supplemental info"
"trn_freight>>freight rail>>coal","trn_freight>>freight rail","3",791,343,"supplemental info"
"trn_freight>>freight rail>>electric","trn_freight>>freight rail","3",792,343,"supplemental info"
"trn_freight>>freight rail>>fcev","trn_freight>>freight rail","3",793,343,"supplemental info"
"trn_freight>>freight rail>>hybrid liquids","trn_freight>>freight rail","3",794,343,"supplemental info"
"trn_freight>>freight rail>>liquids","trn_freight>>freight rail","3",795,343,"supplemental info"
"trn_freight_road>>heavy truck>>bev","trn_freight_road>>heavy truck","3",796,344,"supplemental info"
"trn_freight_road>>heavy truck>>fcev","trn_freight_road>>heavy truck","3",797,344,"supplemental info"
"trn_freight_road>>heavy truck>>hybrid liquids","trn_freight_road>>heavy truck","3",798,344,"supplemental info"
"trn_freight_road>>heavy truck>>liquids","trn_freight_road>>heavy truck","3",799,344,"supplemental info"
"trn_freight_road>>light truck>>bev","trn_freight_road>>light truck","3",800,345,"supplemental info"
"trn_freight_road>>light truck>>fcev","trn_freight_road>>light truck","3",801,345,"supplemental info"
"trn_freight_road>>light truck>>hybrid liquids","trn_freight_road>>light truck","3",802,345,"supplemental info"
"trn_freight_road>>light truck>>liquids","trn_freight_road>>light truck","3",803,345,"supplemental info"
"trn_freight_road>>medium truck>>bev","trn_freight_road>>medium truck","3",804,346,"supplemental info"
"trn_freight_road>>medium truck>>fcev","trn_freight_road>>medium truck","3",805,346,"supplemental info"
"trn_freight_road>>medium truck>>hybrid liquids","trn_freight_road>>medium truck","3",806,346,"supplemental info"
"trn_freight_road>>medium truck>>liquids","trn_freight_road>>medium truck","3",807,346,"supplemental info"
"trn_pass>>cycle>>cycle","trn_pass>>cycle","3",808,347,"supplemental info"
"trn_pass>>domestic aviation>>bev","trn_pass>>domestic aviation","3",809,348,"supplemental info"
"trn_pass>>domestic aviation>>hydrogen","trn_pass>>domestic aviation","3",810,348,"supplemental info"
"trn_pass>>domestic aviation>>liquids","trn_pass>>domestic aviation","3",811,348,"supplemental info"
"trn_pass>>hsr>>electric","trn_pass>>hsr","3",812,349,"supplemental info"
"trn_pass>>passenger rail>>electric","trn_pass>>passenger rail","3",813,350,"supplemental info"
"trn_pass>>passenger rail>>liquids","trn_pass>>passenger rail","3",814,350,"supplemental info"
"trn_pass>>walk>>walk","trn_pass>>walk","3",815,351,"supplemental info"
"trn_pass_road>>bus>>bev","trn_pass_road>>bus","3",816,352,"supplemental info"
"trn_pass_road>>bus>>fcev","trn_pass_road>>bus","3",817,352,"supplemental info"
"trn_pass_road>>bus>>hybrid liquids","trn_pass_road>>bus","3",818,352,"supplemental info"
"trn_pass_road>>bus>>liquids","trn_pass_road>>bus","3",819,352,"supplemental info"
"trn_pass_road_ldv>>2w and 3w>>bev","trn_pass_road_ldv>>2w and 3w","3",820,353,"supplemental info"
"trn_pass_road_ldv>>2w and 3w>>liquids","trn_pass_road_ldv>>2w and 3w","3",821,353,"supplemental info"
"trn_pass_road_ldv_4w>>car>>bev","trn_pass_road_ldv_4w>>car","3",822,354,"supplemental info"
"trn_pass_road_ldv_4w>>car>>fcev","trn_pass_road_ldv_4w>>car","3",823,354,"supplemental info"
"trn_pass_road_ldv_4w>>car>>hybrid liquids","trn_pass_road_ldv_4w>>car","3",824,354,"supplemental info"
"trn_pass_road_ldv_4w>>car>>liquids","trn_pass_road_ldv_4w>>car","3",825,354,"supplemental info"
"trn_pass_road_ldv_4w>>large car and truck>>bev","trn_pass_road_ldv_4w>>large car and truck","3",826,355,"supplemental info"
"trn_pass_road_ldv_4w>>large car and truck>>fcev","trn_pass_road_ldv_4w>>large car and truck","3",827,355,"supplemental info"
"trn_pass_road_ldv_4w>>large car and truck>>hybrid liquids","trn_pass_road_ldv_4w>>large car and truck","3",828,355,"supplemental info"
"trn_pass_road_ldv_4w>>large car and truck>>liquids","trn_pass_road_ldv_4w>>large car and truck","3",829,355,"supplemental info"
"trn_pass_road_ldv_4w>>mini car>>bev","trn_pass_road_ldv_4w>>mini car","3",830,356,"supplemental info"
"trn_pass_road_ldv_4w>>mini car>>fcev","trn_pass_road_ldv_4w>>mini car","3",831,356,"supplemental info"
"trn_pass_road_ldv_4w>>mini car>>hybrid liquids","trn_pass_road_ldv_4w>>mini car","3",832,356,"supplemental info"
"trn_pass_road_ldv_4w>>mini car>>liquids","trn_pass_road_ldv_4w>>mini car","3",833,356,"supplemental info"
"trn_shipping_intl>>international ship>>bev","trn_shipping_intl>>international ship","3",834,357,"supplemental info"
"trn_shipping_intl>>international ship>>fcev","trn_shipping_intl>>international ship","3",835,357,"supplemental info"
"trn_shipping_intl>>international ship>>hybrid liquids","trn_shipping_intl>>international ship","3",836,357,"supplemental info"
"trn_shipping_intl>>international ship>>liquids","trn_shipping_intl>>international ship","3",837,357,"supplemental info"
"wholesale gas>>wholesale gas>>wholesale gas","wholesale gas>>wholesale gas","3",838,358,"supplemental info"
"agricultural energy use>>stationary>>electricity","agricultural energy use>>stationary","3",839,243,"supplemental info"
"agricultural energy use>>stationary>>gas","agricultural energy use>>stationary","3",840,243,"supplemental info"
"alumina>>biomass>>biomass","alumina>>biomass","3",841,359,"supplemental info"
"alumina>>coal>>coal","alumina>>coal","3",842,360,"supplemental info"
"alumina>>gas>>gas","alumina>>gas","3",843,361,"supplemental info"
"alumina>>gas>>gas ccs","alumina>>gas","3",844,361,"supplemental info"
"alumina>>refined liquids>>refined liquids","alumina>>refined liquids","3",845,362,"supplemental info"
"alumina>>refined liquids>>refined liquids ccs","alumina>>refined liquids","3",846,362,"supplemental info"
"aluminum>>electricity>>electricity","aluminum>>electricity","3",847,363,"supplemental info"
"chemical>>chemical>>chemical","chemical>>chemical","3",848,364,"supplemental info"
"chemical energy use>>biomass>>biomass","chemical energy use>>biomass","3",849,365,"supplemental info"
"chemical energy use>>electricity>>electricity","chemical energy use>>electricity","3",850,366,"supplemental info"
"chemical energy use>>hydrogen>>hydrogen","chemical energy use>>hydrogen","3",851,367,"supplemental info"
"chemical energy use>>refined liquids>>refined liquids","chemical energy use>>refined liquids","3",852,368,"supplemental info"
"chemical feedstocks>>gas>>gas","chemical feedstocks>>gas","3",853,369,"supplemental info"
"chemical feedstocks>>refined liquids>>refined liquids","chemical feedstocks>>refined liquids","3",854,370,"supplemental info"
"construction energy use>>stationary>>biomass","construction energy use>>stationary","3",855,258,"supplemental info"
"construction energy use>>stationary>>electricity","construction energy use>>stationary","3",856,258,"supplemental info"
"construction energy use>>stationary>>gas","construction energy use>>stationary","3",857,258,"supplemental info"
"csp_backup>>gas>>csp gas hybrid mode","csp_backup>>gas","3",858,371,"supplemental info"
"elec_csp>>csp>>csp (dry_hybrid)","elec_csp>>csp","3",859,372,"supplemental info"
"elec_csp>>csp>>csp (recirculating)","elec_csp>>csp","3",860,372,"supplemental info"
"electricity>>solar>>csp","electricity>>solar","3",861,287,"supplemental info"
"iron and steel>>blastfur>>blastfur ccs","iron and steel>>blastfur","3",862,297,"supplemental info"
"mining energy use>>stationary>>gas","mining energy use>>stationary","3",863,302,"supplemental info"
"other industrial energy use>>gas>>gas cogen","other industrial energy use>>gas","3",864,310,"supplemental info"
"resid others>>gas>>gas","resid others>>gas","3",865,373,"supplemental info"
"resid others>>gas>>hydrogen","resid others>>gas","3",866,373,"supplemental info"
"trn_pass_road>>bus>>ng","trn_pass_road>>bus","3",867,352,"supplemental info"
"trn_pass_road_ldv>>2w and 3w>>ng","trn_pass_road_ldv>>2w and 3w","3",868,353,"supplemental info"
"trn_pass_road_ldv_4w>>car>>ng","trn_pass_road_ldv_4w>>car","3",869,354,"supplemental info"
"trn_pass_road_ldv_4w>>large car and truck>>ng","trn_pass_road_ldv_4w>>large car and truck","3",870,355,"supplemental info"
"trn_pass_road_ldv_4w>>mini car>>ng","trn_pass_road_ldv_4w>>mini car","3",871,356,"supplemental info"
"agricultural energy use>>stationary>>coal","agricultural energy use>>stationary","3",872,243,"supplemental info"
"chemical energy use>>coal>>coal","chemical energy use>>coal","3",873,374,"supplemental info"
"mining energy use>>stationary>>biomass","mining energy use>>stationary","3",874,302,"supplemental info"
"mining energy use>>stationary>>coal","mining energy use>>stationary","3",875,302,"supplemental info"
"alumina>>biomass>>biomass ccs","alumina>>biomass","3",876,359,"supplemental info"
"chemical energy use>>gas>>gas","chemical energy use>>gas","3",877,375,"supplemental info"
"comm cooling>>gas>>gas","comm cooling>>gas","3",878,376,"supplemental info"
